Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
631,0.61986470222473145,1971,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Brown, Ronald",12607 S Union ,60628,5355385,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Gale Baker,,,,,,,,60628,brown academy,head start,,dfss_agencysitelies_2012.csv,ms. gale baker,3-4 hours,,no,west pullman,,,,ms. gale baker,,5355385,12607 s. union,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west pullman,no,,,,1477
632,0.949165,1972,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Brunson Math & Science, Milton",932 N. Central ,60651,5346025,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Carol Wilson,,,,,,,,60651,"chicago public schools brunson math & science, milton",,,chapin_dfss_providers_2011_070212.csv,carol wilson,,,no,austin,,,,carol wilson,,5349674,932 n central,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1478
633,0.96061217784881592,1973,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Burke, Edmond",5356 S. King Dr ,60615,5351325,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nicholas Gaines,,,,,,,,60615,"chicago public schools burke, edmond",,,dfss_agencysitelies_2012.csv,ms. kimberly ellison,,,no,washington park,,,,nicholas gaines,,5351325,5356 s. king dr,paula cottone,yes,,,www.cps.edu,chicago public schools,,,washington park,no,,,,1479
257,0.96026450395584106,1974,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cameron, Daniel R.",1234 N. Monticello ,60651,5344290,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Stephen D Harden,,,,,,,,60651,cameron,head start,,dfss_agencysitelies_2012.csv,david kovach,5-6 hours,,no,humboldt park,,,,mr. stephen d harden,,5344290,1234 n. monticello,paula cottone,yes,,,www.cps.edu,chicago public schools,,,humboldt park,no,,,,1480
634,0.49175494909286499,1975,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cardenas, Lazaro",2345 S. Millard ,60623,5341475,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Jeremy Feiwell,,,,,,,,60623,"chicago public schools cardenas, lazaro",head start,,dfss_agencysitelies_2012.csv,dr. jeremy feiwell,3-4 hours,,no,south lawndale,,,,dr. jeremy feiwell,,5341465,2345 s. millard,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1481
635,0.989933,1976,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Carson, Rachel",5516 S. Mapplewood Ave ,60629,5359222,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Javier Arriola-Lopez,,,,,,,,60629,"chicago public schools carson, rachel",,,chapin_dfss_providers_2011_070212.csv,javier arriola-lopez,,,no,gage park,,,,javier arriola-lopez,,5359222,5516 s mapplewood ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1482
636,0.989865,1977,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cather, Willa",2908 W. Washington Blvd. ,60612,5346780,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Hattie B. King,,,,,,,,60612,"chicago public schools cather, willa",,,chapin_dfss_providers_2011_070212.csv,ms. hattie b. king,,,no,east garfield park,,,,ms. hattie b. king,,5346780,2908 w washington blvd,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1483
637,0.98914,1978,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chalmers, Thomas",2745 W. Roosevelt ,60608,5341720,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Kent Nolen,,,,,,,,60608,"chicago public schools chalmers, thomas",,,chapin_dfss_providers_2011_070212.csv,ms. patricia vaughn-dossiea,,,no,north lawndale,,,,mr. kent nolen,,5341720,2745 w roosevelt,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1484
281,0.97617107629776001,1979,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Chase Elementary,2021 N. Point St ,60647,5344185,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Raquel Saucedo,,,,,,,,60647,chase,head start,,dfss_agencysitelies_2012.csv,ms. elizabeth gonzalez,3-4 hours,,no,logan square,,,,ms. raquel saucedo,,5344185,2021 n. point st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,logan square,no,,,,1485
291,0.96878729263941443,1980,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chopin, Frederic",2450 W. Rice ,60622,5344080,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Antuanette  Mester,,,,,,,,60622,chopin,head start,,dfss_agencysitelies_2012.csv,ms. antuanette mester,5-6 hours,,no,west town,,,,ms. antuanette mester,,5344080,2450 w. rice,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west town,no,,,,1486
638,0.96290431420008338,1981,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Claremont Math and Science
Academy",2300 W. 64th St. ,60636,5358110,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Rebecca L. Stinson,,,,,,,,60636,claremont,head start,,dfss_agencysitelies_2012.csv,mrs. rebecca l. stinson,5-6 hours,,no,chicago lawn,,,,mrs. rebecca l. stinson,,5358110,2300 w. 64th st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,chicago lawn,no,,,,1487
639,0.97606,1982,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cockrell, Oneida",30 East 61st Street ,60637,5350650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rashid Shabazz,,,,,,,,60637,"chicago public schools cockrell, oneida",,,chapin_dfss_providers_2011_070212.csv,dr. joy pilcher,,,no,washington park,,,,rashid shabazz,,5350798,30 east 61st street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1488
640,0.989516,1983,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cooper Dual Language
Academy, Peter",1624 W. 19th Street ,60608,5347205,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Martha Monrroy,,,,,,,,60608,"chicago public schools cooper dual language academy, peter",,,chapin_dfss_providers_2011_070212.csv,ms. martha monrroy,,,no,lower west side,,,,ms. martha monrroy,,5347205,1624 w 19th street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1489
641,0.992167,1984,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Corkery, Daniel",2510 S Kildare Ave ,60623,5341650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bertha Arredondo,,,,,,,,60623,"chicago public schools corkery, daniel",,,chapin_dfss_providers_2011_070212.csv,bertha arredondo,,,no,south lawndale,,,,bertha arredondo,,5341650,2510 s kildare ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1490
642,0.992167,1985,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Curtis, George W.",32 East 115th Street ,60628,5355050,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Evelyn Robbins,,,,,,,,60628,"chicago public schools curtis, george w.",,,chapin_dfss_providers_2011_070212.csv,mr. charles h. davis,,,no,roseland,,,,evelyn robbins,,5355050,32 east 115th street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1491
643,0.992167,1986,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Daley, Richard J.",5024 S Wolcott Ave ,60609,5359091,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rhonda Hoskins,,,,,,,,60609,"chicago public schools daley, richard j.",,,chapin_dfss_providers_2011_070212.csv,rhonda hoskins,,,no,new city,,,,rhonda hoskins,,5359091,5024 s wolcott ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1492
644,0.98934,1987,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Davis, Nathan",3014 W. 39th Place ,60632,5354540,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Santos Gomez,,,,,,,,60632,"chicago public schools davis, nathan",,,chapin_dfss_providers_2011_070212.csv,mr. santos gomez,,,no,brighton park,,,,mr. santos gomez,,5354540,3014 w 39th place,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1493
646,0.9535602331161499,1988,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Deneen, Charles S.",7257 S. State ,60619,5353035,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Annise Lewis,,,,,,,,60619,"chicago public schools deneen, charles s.",,,chapin_dfss_providers_2011_070212.csv,joyce lockhart-fisher,,,no,greater grand crossing,,,,annise lewis,,5353035,7240 s wabash ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1494
647,0.94009393453598022,1989,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools DePriest, Oscar",139 S Parkside Ave ,60639,5346800,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Minnie Watson,,,,,,,,60639,"chicago public schools depriest, oscar",prekindergarten for all,,dfss_agencysitelies_2012.csv,minnie watson,3-4 hours,,no,austin,,,,minnie watson,,5346800,139 s parkside ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1495
648,0.992167,1990,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dett, R. Nathaniel",2306 West Maypole ,60612,5347160,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Deborah J. Bonner,,,,,,,,60612,"chicago public schools dett, r. nathaniel",,,chapin_dfss_providers_2011_070212.csv,ms. deborah j. bonner,,,no,near west side,,,,ms. deborah j. bonner,,5347160,2306 west maypole,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1496
649,0.992167,1991,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dodge Renaissance Academy, Mary Mapes",2651 West Washington ,60612,5346640,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Edward Morris/Debra Moriarty,,,,,,,,60612,"chicago public schools dodge renaissance academy, mary mapes",,,chapin_dfss_providers_2011_070212.csv,ed. / debra moris / moriarty,,,no,east garfield park,,,,edward morris/debra moriarty,,5346640,2651 west washington,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1497
650,0.988611,1992,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Doolittle, James R.",535 East 35th Street ,60653,5351040,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Lauren Norwood,,,,,,,,60653,"chicago public schools doolittle, james r.",,,chapin_dfss_providers_2011_070212.csv,ms. lori a. lennix,,,no,douglas,,,,ms. lauren norwood,,5351050,535 east 35th street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1498
651,0.992167,1993,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dulles, John Foster",6311 South Calumet ,60637,5350690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Pamela Creed,,,,,,,,60637,"chicago public schools dulles, john foster",,,chapin_dfss_providers_2011_070212.csv,ms. pamela creed,,,no,greater grand crossing,,,,ms. pamela creed,,5350690,6311 south calumet,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1499
652,0.992167,1994,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dvorak Math & Science Tech
Academy, Anton",3615 West 16th ,60623,5341690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Alma Thompson,,,,,,,,60623,"chicago public schools dvorak math & science tech academy, anton",,,chapin_dfss_providers_2011_070212.csv,ms. alma thompson,,,no,north lawndale,,,,ms. alma thompson,,5341690,3615 west 16th,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1500
653,0.91507649421691895,1995,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Eberhart, John F.",3400 W 65th Pl. ,60629,5359190,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nneka Gunn,,,,,,,,60629,"chicago public schools eberhart, john f.",,,dfss_agencysitelies_2012.csv,nneka gunn,,,no,chicago lawn,,,,nneka gunn,,5359190,3400 w 65th pl,paula cottone,yes,,,www.cps.edu,chicago public schools,,,chicago lawn,no,,,,1501
654,0.735244,1996,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Edwards, Richard",4950 S. LaPorte ,60632,5352000,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Judith Sauri,,,,,,,,60632,"chicago public schools edwards, richard",,,chapin_dfss_providers_2011_070212.csv,mrs. judith sauri,,,no,archer heights,,,,mrs. judith sauri,,5354875,4815 s karlov ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1502
655,0.992167,1997,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ellington, Edward ""Duke"" K.",243 North Parkside ,60644,5346361,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Shirley M. Scott,,,,,,,,60644,"chicago public schools ellington, edward ""duke"" k.",,,chapin_dfss_providers_2011_070212.csv,ms. shirley m. scott,,,no,austin,,,,ms. shirley m. scott,,5346361,243 north parkside,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1503
656,0.992167,1998,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Esmond Elementary,1865 West Montvale ,60643,5352650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Angela Tucker,,,,,,,,60643,chicago public schools esmond elementary,,,chapin_dfss_providers_2011_070212.csv,dr. angela tucker,,,no,morgan park,,,,dr. angela tucker,,5352650,1865 west montvale,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1504
657,0.991939,1999,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Finkl, William F.",2332 S Western Ave. ,60608,5355850,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Abelino Quintero,,,,,,,,60608,"chicago public schools finkl, william f.",,,chapin_dfss_providers_2011_070212.csv,mr. abelino quintero,,,no,lower west side,,,,mr. abelino quintero,,5355850,2332 s western ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1505
658,0.992167,2000,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Fiske, John",6145 South Ingleside ,60637,5350990,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cynthia Miller,,,,,,,,60637,"chicago public schools fiske, john",,,chapin_dfss_providers_2011_070212.csv,ms. cynthia miller,,,no,woodlawn,,,,ms. cynthia miller,,5350990,6145 south ingleside,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1506
659,0.94139367341995239,2001,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Fuller, Melville W.",4214 S. St. Lawrence ,60653,5351687,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms Camilla Young,,,,,,,,60653,fuller,head start,,dfss_agencysitelies_2012.csv,dr. patricia d. kennedy,5-6 hours,,no,grand boulevard,,,,ms camilla young,,5351687,4214 s. st lawrence,paula cottone,yes,,,www.cps.edu,chicago public schools,,,grand boulevard,no,,,,1507
334,0.94714909791946411,2002,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Fulton, Robert",5300 S. Hermitage ,60609,5359000,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cherie Novak,,,,,,,,60609,fulton,head start,,dfss_agencysitelies_2012.csv,dr. warletta johnson-brookins,5-6 hours,,no,new city,,,,ms. cherie novak,,5359000,5300 s. hermitage,paula cottone,yes,,,www.cps.edu,chicago public schools,,,new city,no,,,,1508
660,0.94911259412765503,2003,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Funston, Frederick",2010 N Central Park ,60647,5344125,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Nilma Osiecki,,,,,,,,60647,"chicago public schools funston, frederick",,,dfss_agencysitelies_2012.csv,ms. nilma osiecki,,,no,logan square,,,,ms. nilma osiecki,,5344125,2010 n central park,paula cottone,yes,,,www.cps.edu,chicago public schools,,,logan square,no,,,,1509
578,0.990045,2004,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Gale Comm. Acad., Stephen F.",1631 W. Jonquil Terrace ,60626,5342100,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cassandra Washington,,,,,,,,60626,"chicago public schools gale comm. acad., stephen f.",,,chapin_dfss_providers_2011_070212.csv,mr. richard p. glass jr.,,,no,rogers park,,,,ms. cassandra washington,,5342100,1631 w jonquil terrace,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1510
316,0.96092192331949866,2005,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Alberto  Juarez,,,,,,,,60623,gary,head start,,dfss_agencysitelies_2012.csv,mr. alberto juarez,5-6 hours,,no,south lawndale,,,,mr. alberto juarez,,5341455,3740 w. 31st st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,south lawndale,no,,,,1511
323,0.94798719882965088,2006,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Goldblatt, Nathan R.",4257 W. Adams ,60624,5346860,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Yvette R. Currington,,,,,,,,60624,goldblatt,head start,,dfss_agencysitelies_2012.csv,ms. yvette r. currington,5-6 hours,,no,west garfield park,,,,ms. yvette r. currington,,5346860,4257 w. adams,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west garfield park,no,,,,2525
333,0.96094451347986853,2007,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Goudy, William C.",5120 N. Winthrop ,60640,5342480,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Pamela S. Brandt,,,,,,,,60640,goudy,head start,,dfss_agencysitelies_2012.csv,pamela s. brandt,5-6 hours,,no,uptown,,,,pamela s. brandt,,5342480,5120 n. winthrop,paula cottone,yes,,,www.cps.edu,chicago public schools,,,uptown,no,,,,2527
326,0.96851432323455811,2008,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Graham, Alexander",4436 S. Union ,60609,5351308,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. John Nichols,,,,,,,,60609,"chicago public schools graham, alexander",head start,,dfss_agencysitelies_2012.csv,mr. john nichols,5-6 hours,,no,new city,,,,mr. john nichols,,5351308,4436 s. union,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,746
362,0.95366791884104407,2009,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Gresham, Walter Q.",8524 S. Green ,60620,5353350,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Diedrus U. Brown,,,,,,,,60620,gresham,head start,,dfss_agencysitelies_2012.csv,ms. diedrus u. brown,5-6 hours,,no,auburn gresham,,,,ms. diedrus u. brown,,5353350,8524 s. green,paula cottone,yes,,,www.cps.edu,chicago public schools,,,auburn gresham,no,,,,2532
662,0.988903,2010,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Guggenheim, Simon",7141 S. Morgan St. ,60621,5353587,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Vikki Stokes,,,,,,,,60621,"chicago public schools guggenheim, simon",,,chapin_dfss_providers_2011_070212.csv,ms. mary d. mcnair,,,no,englewood,,,,vikki stokes,,5353587,7141 s morgan st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1516
663,0.91940197348594666,2011,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Haley, Alex",11411 S. Eggleston ,60628,5355345,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Vaida Williams,,,,,,,,60628,"chicago public schools haley, alex",,,dfss_agencysitelies_2012.csv,ms. vaida williams,,,no,roseland,,,,ms. vaida williams,,5355345,11411 s. eggleston,paula cottone,yes,,,www.cps.edu,chicago public schools,,,roseland,no,,,,1517
826,0.93608200550079346,2012,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Hamline, John H",4652 S. Bishop ,60609,5354520,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Valerie Brown,,,,,,,,60609,"chicago public schools hamline, john h",,,chapin_dfss_providers_2011_070212.csv,valerie brown,,,no,new city,,,,valerie brown,,5354565,4747 s bishop st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1518
664,0.97482417027155555,2013,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Hay Comm. Academy, John",1018 N. Laramie ,60651,5346000,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Wayne Williams,,,,,,,,60651,hay,head start,,dfss_agencysitelies_2012.csv,ms. beryl d. guy,5-6 hours,,no,austin,,,,mr. wayne williams,,5346000,1018 n. laramie,paula cottone,yes,,,www.cps.edu,chicago public schools,,,austin,no,,,,1519
261,0.90590287248293555,2014,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Henson, Matthew A.",1326 S. Avers ,60623,5341804,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Demetrius D. Hobson,,,,,,,,60623,henson,head start,,cps_early_childhood_portal_scrape.csv,mr. robert j. pales,5-6 hours,,no,north lawndale,,,,mr. demetrius d. hobson,,5341804,1326 s. avers ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,north lawndale,no,,,,551
283,0.32768430312474572,2015,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Herbert, Victor",2131 W. Monroe ,60612,5347809,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Denise J. Gillespie,,,,,,,,60612,herbert,head start,,dfss_agencysitelies_2012.csv,ms. denise j. gillespie,5-6 hours,,no,near west side,,,,ms. denise j. gillespie,,5347806,2131 w. monroe,paula cottone,yes,,,www.cps.edu,chicago public schools,,,near west side,no,,,,621
255,0.96158577998479211,2016,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Higgins C.A., Thomas J.",11710 S. Morgan ,60643,5355625,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Mabel Alfred,,,,,,,,60643,higgins,head start,,dfss_agencysitelies_2012.csv,dr. mabel alfred,3-4 hours,,no,west pullman,,,,dr. mabel alfred,,5355625,11710 s. morgan,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west pullman,no,,,,2565
665,0.64796880880991625,2017,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Hinton, William Augustus",644 W. 71st Street ,60621,5353875,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Pamela Brunson-Allen,,,,,,,,60621,hinton,head start,,dfss_agencysitelies_2012.csv,ms. pamela brunson-allen,5-6 hours,,no,englewood,,,,ms. pamela brunson-allen,,5353875,644 w. 71st street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,englewood,no,,,,2566
666,0.95793461799621582,2018,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Holmes, Oliver Wendell",955 W. Garfield ,60621,5359025,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Angela L. Thomas,,,,,,,,60621,holmes,head start,,dfss_agencysitelies_2012.csv,ms. dorothy susan naughton,5-6 hours,,no,englewood,,,,ms. angela l. thomas,,5359025,955 w. garfield,paula cottone,yes,,,www.cps.edu,chicago public schools,,,englewood,no,,,,2569
667,0.92625781893730164,2019,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Hughes, Langston",240 W. 104th St. ,60628,5355075,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Anita Muse,,,,,,,,60628,"chicago public schools hughes, langston",,,dfss_agencysitelies_2012.csv,anita muse,,,no,roseland,,,,anita muse,,5355075,240 w. 104th st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,roseland,no,,,,2576
668,0.98934,2020,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Hurley, Edward N.",3849 W. 69th Place ,60629,5352068,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Dolores  Cupp,,,,,,,,60629,"chicago public schools hurley, edward n.",,,chapin_dfss_providers_2011_070212.csv,mrs. dolores cupp,,,no,west lawn,,,,mrs. dolores cupp,,5352068,3849 w 69th place,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1526
669,0.64848367373148608,2021,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Jenner Academy of the Arts, Edward",1119 N. Cleveland ,60610,5348440,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Berlinder Fry,,,,,,,,60610,jenner,head start,,dfss_agencysitelies_2012.csv,ms. zelma woodson,5-6 hours,,no,near north side,,,,ms. berlinder fry,,5348440,1119 n. cleveland,paula cottone,yes,,,www.cps.edu,chicago public schools,,,near north side,no,,,,1527
267,0.63088802496592211,2022,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Johnson, James Weldon",1420 S. Albany ,60623,5341829,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Alice F. Henry,,,,,,,,60623,johnson,head start,,dfss_agencysitelies_2012.csv,ms. sallie p. pinkston,5-6 hours,,no,north lawndale,,,,ms. alice f. henry,,5341833,1504 s. albany,paula cottone,yes,,,www.cps.edu,chicago public schools,,,north lawndale,no,,,,1528
