Cluster ID,confidence_score,Id,Name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_NAEYC Valid Until,canonical_Program Name,canonical_Agency,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Email Address,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Name,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id 
15,0.84404247147696365,1599,CHICAGO STATE UNIVERSITY RAISE UP A CHILD,124 E 113 ST,60628,7851172,,,,,,,CHICAGO STATE UNIVERSITY,ROSELAND,,,,,,Yes,Yes,Yes,"4138PS(Child Care PS Center), 4134PS(HS Collaboration with C",,,,,,,,,,,60628,reaver barlow-bell,head start,,reaver barlow-bell,half day/full day,,,no,roseland,,,,,7853340,124 e 113th st,vincent allocco,yes,chicago state university - academy of early education,,www.chicagocommons.org,el valor,child care,,,no,,,"4138ps(child care ps center), 4134ps(hs collaboration with c",24
294,0.60599133372306824,1600,CHICAGO STATE UNIVERSITY SHINING STAR EARLY LEARNING ACADEMY - II,854 E 79TH ST,60619,4191994,,,,,,,CHICAGO STATE UNIVERSITY,GREATER GRAND CROSSING,,,,,Shnida Wray,Yes,No,No,4142PS(HS Collaboration with Childcare),,,,,,,,,,,60619,shanida wray,,,shnida wray,,,,no,greater grand crossing,,,,,4191994,854 e 79th st,grace ratliff,yes,chicago state university shining star early learning academy - ii,,www.gamechicago.org,chicago state university,,,,no,,,4142ps(hs collaboration with childcare),1600
294,0.23902738094329834,1601,CHICAGO STATE UNIVERSITY SHINING STAR EARLY LEARNING ACADEMY - III,338 E 103RD ST,60628,4191994,,,,,,,CHICAGO STATE UNIVERSITY,ROSELAND,,,,,Erica Shirley,Yes,No,No,4143PS(HS Collaboration with Childcare),,,,,,,,,,,60619,shanida wray,,,shnida wray,,,,no,greater grand crossing,,,,,4191994,854 e 79th st,grace ratliff,yes,chicago state university shining star early learning academy - ii,,www.gamechicago.org,chicago state university,,,,no,,,4142ps(hs collaboration with childcare),1600
133,0.99458936452865598,1602,CHICAGO STATE UNIVERSITY THE LOVE LEARNING CENTER,228 E 61ST ST,60637,7520243,,,,,,,CHICAGO STATE UNIVERSITY,WASHINGTON PARK,,,,,Burchell Love,Yes,No,No,,,,,,,,,,,,60637,burchell love,community partnerships,,burchell love,"8-11 hours, varies by facility",,,no,washington park,,,,,7520243,228 e. 61st street,grace ratliff,yes,love learning center,,www.gamechicago.org,chicago state university,,,washington park,no,,,,2623
278,0.99251111654134894,1603,CHICAGO STATE UNIVERSITY TINY TOTS VILLA,8128 S KING DR,60641,4836251,,,,,,,CHICAGO STATE UNIVERSITY,CHATHAM,,,,,Judith Tyson,Yes,No,Yes,"4292PS(Child Care PS Center), 4205PS(HS Collaboration with C",,,,,,,,,,,60619,judith tyson,community partnerships,,judith tyson,"8-11 hours, varies by facility",,,yes,chatham,,,,,4830900,8316 s. ellis,cp,yes,south central community services - south central community services,,www.gamechicago.org,chicago state university,,,chatham,no,,,"4292ps(child care ps center), 4205ps(hs collaboration with c",1603
146,0.98887127637863159,1604,CHICAGO YOUTH CENTERS ABC,3415 W 13TH PL,60623,7625655,,,,,,,CHICAGO YOUTH CENTERS,NORTH LAWNDALE,,,,,Talina Bowie,Yes,No,No,,,,,,,,,,,,60623,tamarra white,head start,,talina bowie,half day/full day,,,no,north lawndale,,,,,7625655,3415 w 13th pl,harry wells,yes,chicago youth centers - abc youth center,,www.chicagoyouthcenters.org,chicago youth centers,child care,,south lawndale,no,,,,701
53,0.69998237064906532,1605,CHICAGO YOUTH CENTERS CENTRO NUESTRO,3222 W DIVISION,60651,4893157,,,,,,,CHICAGO YOUTH CENTERS,HUMBOLDT PARK,,,,,Valerie Meritt,Yes,No,No,4301PS(HS Collaboration with Childcare & PreK),,,,,,,,,,,60651,beth mrofcza,community partnerships,,valerie meritt,"8-11 hours, varies by facility",,,no,humboldt park,,,,,4893157,3222 w division,harry wells,yes,chicago youth centers centro nuestro,,www.chicagoyouthcenters.org,chicago youth centers,child care,,,no,,,4301ps(hs collaboration with childcare & prek),102
64,0.9760992310263894,1606,CHICAGO YOUTH CENTERS CUDDLE CARE ACADEMY,4800 S LAKE PARK AVE,60615,2851114,,,,,,,CHICAGO YOUTH CENTERS,KENWOOD,,,,,,Yes,No,No,,,,,,,,,,,,60653,robbin cole,child care,,mary billingsey,half day/full day,,,yes,oakland,,,,,2850020,4526 s wabash ave,cp,yes,ymca wabash,,www.gamechicago.org,chicago youth centers,child care,,grand boulevard,no,,,2133sa(school age (sa)),1200
110,0.9803471480097089,1607,CHICAGO YOUTH CENTERS DOROTHY GAUTREAUX,975 E 132ND ST,60627,2911000,,,,,,,CHICAGO YOUTH CENTERS,RIVERDALE,,,,,Glenda Williams,Yes,No,No,,,,,,,,,,,,60627,glenda williams,child care,,glenda williams,extended day,,,no,riverdale,,,,,2911000,975 e 132nd st,harry wells,yes,chicago youth centers - dorothy gautreaux / cyc,,www.chicagoyouthcenters.org,chicago youth centers,child care,,,no,,,,196
184,0.99613646950040546,1608,CHICAGO YOUTH CENTERS EZZARD CHARLES SCHOOL,7946 S ASHLAND AVE,60620,4870227,,,,,,,CHICAGO YOUTH CENTERS,AUBURN GRESHAM,,,,,Eldora Davis,Yes,No,No,,,,,,,,,,,,60620,08/31/13,community partnerships,,eldora davis,"8-11 hours, varies by facility",486942,ezzardezzi@aol.com,no,auburn gresham,(773)  487-0044,,,,4870227,7946 s ashland,harry wells,yes,ezzard charles,,www.chicagoyouthcenters.org,chicago youth centers,child care,,auburn gresham,no,6525-2857-5433-002,,,2501
219,0.97644811868667603,1609,CHICAGO YOUTH CENTERS FELLOWSHIP HOUSE,844 W 32ND ST,60608,3262282,,,,,,,CHICAGO YOUTH CENTERS,BRIDGEPORT,,,,,Levory Wilder,Yes,No,No,,,,,,,,,,,,60608,levory wilder,head start,,levory wilder,half day/full day,,,no,bridgeport,,,,,3262282,844 w 32nd st,harry wells,yes,chicago youth centers fellowship house,,www.chicagoyouthcenters.org,chicago youth centers,child care,,,no,,,,864
175,0.9999997615814209,1610,CHICAGO YOUTH CENTERS JUST LIKE HOME,301 E 79TH ST,60619,7830955,,,,,,,CHICAGO YOUTH CENTERS,CHATHAM,,,,,,No,No,No,,,,,,,,,,,,60620,wilborn,,,wilborn,,,,no,chatham,,,,,7838080,1155 w 81st street,scott perkins,no,henry booth house kids r first 1155 w 81st,,www.henryboothhouse.org,henry booth house,,,,no,,,,1610
183,0.70628537450517925,1611,CHICAGO YOUTH CENTERS KIDS R US,7453 S VINCENNES,60621,8465437,,,,,,,CHICAGO YOUTH CENTERS,GREATER GRAND CROSSING,,,,,Tammy Oliver,Yes,No,No,,,,,,,,,,,,60619,04/30/13,community partnerships,,tammy oliver,"8-11 hours, varies by facility",486831,info@itsybitsypeoplepalace.com,no,greater grand crossing,,,,,8467396,7419 s. cottage grove ave.,harry wells,yes,"henry booth house itsy bitsy people palace, inc",,www.chicagoyouthcenters.org,chicago youth centers,,,,no,,,,2930
194,0.9904971463339669,1612,CHICAGO YOUTH CENTERS LOTTS OF LOVE,1139 W 79TH ST,60620,8744954,,,,,,,CHICAGO YOUTH CENTERS,AUBURN GRESHAM,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,,60620,carol quinn,head start,,jolene martin,half day/full day,564164,brittsavage@sbcglobal.net,no,auburn gresham,,,,,8744954,939 w 87th st,harry wells,yes,henry booth house patti cake,,www.chicagoyouthcenters.org,chicago youth centers,,,,no,,,5990ps(hs collaboration with childcare homes),2885
201,0.98860047260920203,1613,CHICAGO YOUTH CENTERS MT. MORIAH-TAYLOR,1501 N HARDING,60651,2785837,,,,,,,CHICAGO YOUTH CENTERS,HUMBOLDT PARK,,,,,Elizabeth Heilbronn,Yes,No,No,7065PS(HS Collaboration with Childcare & PreK),,,,,,,,,,,60651,elizabeth heilbronn,community partnerships,,elizabeth heilbronn,"8-11 hours, varies by facility",,,no,humboldt park,,,,,2785837,1501 n harding,harry wells,yes,chicago youth centers - mt. moriah-taylor,,www.chicagoyouthcenters.org,chicago youth centers,child care,,humboldt park,no,,,7065ps(hs collaboration with childcare & prek),35
509,,1614,CHICAGO YOUTH CENTERS PATHWAY,6535 S KEDZIE AVE,60629,,,,,,,,CHICAGO YOUTH CENTERS,CHICAGO LAWN,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,0.99548465013504028,1615,CHICAGO YOUTH CENTERS PATHWAYS TO LEARNING CC,3418 W 79TH ST,60652,7765439,,,,,,,CHICAGO YOUTH CENTERS,ASHBURN,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,,60652,sherri thompson,community partnerships,,carol quinn,"8-11 hours, varies by facility",307193,pmurphy@archchicago.org,no,ashburn,,,,,7764753,3418 w 79th st,harry wells,yes,chicago youth centers pathways to learning cc,,www.chicagoyouthcenters.org,chicago youth centers,,,,no,,,,1666
136,0.97092892726262414,1616,CHICAGO YOUTH CENTERS PATHWAYS TO LEARNING CC1,3460 W 79TH ST,60652,4369244,,,,,,,CHICAGO YOUTH CENTERS,ASHBURN,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,,60652,delphine whittlesey,community partnerships,,delphine whittlesey,"8-11 hours, varies by facility",557873,delphine.whittlesey@lssi.org,no,ashburn,,,,,4369244,3460 w. 79th st.,cp,yes,pathways to learning,,www.lssi.org,chicago youth centers,,,chicago lawn,no,,,,2715
147,0.79995346069335938,1617,CHICAGO YOUTH CENTERS RACHEL'S 1,3430 W ROOSEVELT RD,60624,5331837,,,,,,,CHICAGO YOUTH CENTERS,NORTH LAWNDALE,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,,60624,carol quinn,community partnerships,,carol quinn,"8-11 hours, varies by facility",,,no,north lawndale,,,,,5330444,3430 w roosevelt rd,harry wells,yes,easter seals society of metropolitan chicago rachel's learning center #1,,www.chicagoyouthcenters.org,chicago youth centers,early head start,,,no,,,,1617
20,0.68800389766693115,1618,CHICAGO YOUTH CENTERS RACHEL'S 2,5242 W NORTH AVE,60639,2371444,,,,,,,CHICAGO YOUTH CENTERS,AUSTIN,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,,60639,05/31/13,community partnerships,,doris holden,"8-11 hours, varies by facility",343090,,no,austin,,,,,2371930,1500 n mason ave,cp,yes,lutheran social services of illinois north austin head start,,www.lssi.org,easter seals society of metropolitan chicago,early head start,,austin,no,,,"4115it(child care it center), 7015ps(hs collaboration with c",33
296,0.98441292345523834,1619,CHICAGO YOUTH CENTERS REBECCA CROWN,7601 S PHILLIPS,60649,7310444,,,,,,,CHICAGO YOUTH CENTERS,SOUTH SHORE,,,,,Annette Anthony,Yes,No,No,7088PS(HS Collaboration with Childcare & PreK),,,,,,,,,,,60649,eddie wilson,community partnerships,,annette anthony,"8-11 hours, varies by facility",508236,annette.anthony@chicagoyouthcenters.org,no,south shore,,,,,7310444,7601 s. phillips avenue,harry wells,yes,chicago youth centers rebecca crown,,www.chicagoyouthcenters.org,chicago youth centers,child care,,,no,,,7088ps(hs collaboration with childcare & prek),2110
70,0.91286446650822961,1620,CHICAGO YOUTH CENTERS ROSELAND CHILD DEVELOPMENT,461 E 111TH ST,60627,4684405,,,,,,,CHICAGO YOUTH CENTERS,ROSELAND,,,,,Leola Clay,Yes,No,No,7066PS(HS Collaboration with Childcare & PreK),,,,,,,,,,,60627,gloria lawson,child care,,gloria lawson,half day/full day,274894,leola.clay@chicagoyouthcenters.org,yes,riverdale,,,,,4683055,941 e 132nd st,cp,yes,centers for new horizons - altgeld gardens ii early learning center,,www.cnh.org,centers for new horizons,child care,,riverdale,no,,,"4320it(child care it center), 7044ps(hs collaboration with c",131
130,0.97920511662960052,1621,CHICAGO YOUTH CENTERS SHINING STAR 1,3012 16 E 92ND ST,60617,9787827,,,,,,,CHICAGO YOUTH CENTERS,SOUTH DEERING,,,,,Carol Quinn,Yes,No,No,,,,,,,,,,,,60617,carol quinn,community partnerships,,carol quinn,"8-11 hours, varies by facility",,,no,south deering,,,,,9787827,3012-16 e. 92nd st.,harry wells,yes,chicago youth centers shining star 1,,www.chicagoyouthcenters.org,chicago youth centers,,,,no,,,,2112
34,0.61163124300184701,1622,CHINESE AMERICAN SERVICE LEAGUE CHINESE AMERICAN SERVICE LEAGUE CHILD DEV CTR,2141 S TAN COURT,60616,7910454,,,,,,,CHINESE AMERICAN SERVICE LEAGUE,ARMOUR SQUARE,,,,,Weilian Xin,Yes,No,Yes,"3248PS (HS Collaboration with Childcare & PreK), 2771PS (Chi",,,,,,,,,,,60616,08/31/14,child care,,weilian xin,half day/full day,209110,brenda_arksey@caslservice.org,yes,armour square,,,,,7910418,2141 s tan ct,cp,yes,chinese american service league chinese american service league child dev ctr,,www.caslservice.org,chinese american service league,child care,,douglas,no,,,"3248ps (hs collaboration with childcare & prek), 2771ps (chi",63
9,0.87083016037940975,1623,CHRISTOPHER HOUSE GREENVIEW,2507 N GREENVIEW,60614,4721083,,,,,,,CHRISTOPHER HOUSE,LINCOLN PARK,,,,,Aimee Washington,Yes,No,No,"2681IT(Child Care IT Center), 3406PS(HS Collaboration with C",,,,,,,,,,,60614,aimee washington,child care,,aimee washington,half day/full day,129456,awashington@christopherhouse.org,no,lincoln park,,,,,4721083,2507 n greenview,lori baas,yes,christopher house,,www.christopherhouse.org,christopher house,child care,,lincoln park,no,,,"2681it(child care it center), 3406ps(hs collaboration with c",16
27,0.54186751445134473,1624,CHRISTOPHER HOUSE LOGAN SQUARE,3255 W ALTGELD,60647,2354073,,,,,,,CHRISTOPHER HOUSE,LOGAN SQUARE,,,,,Carmen Velez,Yes,No,Yes,"4321IT(Child Care IT Center), 7087PS(HS Collaboration with C",,,,,,,,,,,60647,carmen velez,child care,,etisha wofford,half day/full day,289774,cvelez@christopherhouse.org,no,north lawndale,,,,,2354073,3255 w altgeld st,lori baas,no,christopher house logan square,,www.christopherhouse.org,hull house association,,,,yes,,,"5743ip(ehs collaboration enhanced home ip), 5942it(child car",1781
94,0.98043904134205406,1625,CHRISTOPHER HOUSE ROGERS PARK,7059 N GREENVIEW,60626,2745477,,,,,,,CHRISTOPHER HOUSE,ROGERS PARK,,,,,Joni Rudds,Yes,No,Yes,"7073PS(HS Collaboration with Childcare & PreK), 4147PS(Child",,,,,,,,,,,60626,atena danner-mcphaden,child care,,joni rudds,half day/full day,437986,adanner@christopherhouse.org,yes,rogers park,,,,,2745477,7059 n greenview,lori baas,yes,christopher house rogers park,,www.christopherhouse.org,christopher house,child care,,,no,,,"7073ps(hs collaboration with childcare & prek), 4147ps(child",1300
74,0.79486969610055291,1626,CHRISTOPHER HOUSE UPTOWN,4701 N WINTHROP,60640,7694540,,,,,,,CHRISTOPHER HOUSE,UPTOWN,,,,,Karen Ross William,Yes,No,No,"2672IT(Child Care IT Center), 3405PS(HS Collaboration with C",,,,,,,,,,,60640,karen ross william,child care,,karen ross william,half day/full day,293293,kross@christopherhouse.org,no,uptown,,,,,7694540,4701 n winthrop,cp,yes,christopher house uptown,,www.christopherhouse.org,christopher house,child care,,uptown,no,,,"2672it(child care it center), 3405ps(hs collaboration with c",8
510,,1627,CHURCH OF GOD TRUE BELIEVERS CHURCH OF GOD COMMUNITY DAY CARE,1738 W MARQUETTE ST,60636,,,,,,,,CHURCH OF GOD TRUE BELIEVERS,WEST ENGLEWOOD,,,,,Rev. Sheila Sims,Yes,No,No,7130PS(HS Collaboration with Childcare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.9925507770644294,1628,COMMUNITY LEARNING CENTER COMMUNITY LEARNING CENTER,10612 S WENTWORTH,60628,9284104,,,,,,,COMMUNITY LEARNING CENTER,ROSELAND,,,,,Wanda Avery,Yes,No,No,,,,,,,,,,,,60628,wanda avery,head start,,wanda avery,half day/full day,587966,wereason@aol.com,no,roseland,,,,,9284041,10612 s wentworth,wanda avery,yes,community learning center,,,community learning center,child care,,,no,,,,23
106,0.6580163836479187,1629,DOROTHY SUTTON BRANCH DOROTHY SUTTON BRANCH,8601 S STATE,60619,7234445,,,,,,,DOROTHY SUTTON BRANCH,CHATHAM,,,,,Ms. Ola Kirksey,Yes,No,No,7123PS(HS Collaboration with Childcare),,,,,,,,,,,60619,ms. blanton & ms. johnson,community partnerships,,ms. ola kirksey,"8-11 hours, varies by facility",557917,dorthysbr@aol.com,no,chatham,,,,,7234445,8601 s state st,ola kirksey,yes,dorothy sutton branch - dorothy sutton branch,,www.henryboothhouse.org,dorothy sutton branch,,,,no,,,7123ps(hs collaboration with childcare),1629
11,0.53305492798487353,1630,"DOUGLASS-TUBMAN YOUTH MINISTRIES,INC. DOUGLASS-TUBMAN CHILD DEV CTR",5010 W CHICAGO AVE,60651,6266581,,,,,,,"DOUGLASS-TUBMAN YOUTH MINISTRIES,INC.",AUSTIN,,,,,Mrs. Andrea Young,No,No,No,"2101SA(School Age (SA)), 2100PS(Child Care PS Center)",,,,,,,,,,,60651,marion hayes,head start,,mrs. andrea young,half day/full day,546219,tru_highmountain@yahoo.com,no,austin,,,,,6267760,1120 n lamon,marion hayes,no,bethel new life,,,"trinity resources unlimited, inc.",child care,,austin,no,,,"4372it(child care it center), 4372ps(child care ps center),",17
297,0.99323882162570953,1631,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO ALLISON'S INFANT & TODDLER CENTER,234 E 114TH ST,60628,8404502,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,ROSELAND,,,,,Allison Caldwell,No,Yes,No,,,,,,,,,,,,60628,allison caldwell,,,allison caldwell,,,,no,roseland,,,,,8404502,234 e 114th street,barbara zawacki,no,henry booth house allison's,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,early head start,,,yes,,,,2121
298,0.972955,1632,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHANNINGS CHILD CARE,5701 W DIVISION ST,60651,4572990,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,AUSTIN,,,,,Ruth Kimble,Yes,No,No,,,,,,,,,,,,60651,ruth kimble,,,ruth kimble,,,,no,austin,,,,,4572990,5701 w division st,barbara zawacki,yes,easter seals society of metropolitan chicago channings child care,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,no,,,,1632
299,0.947686,1633,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHILDREN'S INTERNATIONAL ACADEMY,5850 W ROOSEVELT RD,60644,2870808,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,AUSTIN,,,,,Gaby Servin,Yes,No,No,,,,,,,,,,,,60644,gaby servin,,,gaby servin,,,,no,austin,,,,,2870808,5850 w roosevelt rd,barbara zawacki,yes,easter seals society of metropolitan chicago children's international academy,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,no,,,,1633
185,0.99698897202809655,1634,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHIPPER PRESCHOOL,8225 S KEDZIE,60652,7785757,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,ASHBURN,,,,,Ms. Nelson,Yes,No,No,,,,,,,,,,,,60652,tracy baker,community partnerships,,ms. nelson,"8-11 hours, varies by facility",,,no,ashburn,,,,,7788802,8128 s kedzie,cp,yes,easter seals society of metropolitan chicago chipper preschool,,www.chicagoyouthcenters.org,easter seals society of metropolitan chicago,,,ashburn,no,,,,457
300,0.972955,1635,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FIFTH CITY,3411 W JACKSON,60624,8268686,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,EAST GARFIELD PARK,,,,,Ms. Veal,Yes,No,No,,,,,,,,,,,,60624,ms.bettie veal,,,ms. veal,,,,no,east garfield park,,,,,8268686,3411 w jackson,barbara zawacki,yes,easter seals society of metropolitan chicago fifth city,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,no,,,,1635
158,0.98460276921590173,1636,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FIRST START CHILDREN'S ACADEMY,4753 W WASHINGTON BLVD,60644,3794928,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,AUSTIN,,,,,Ms. Cachet,Yes,Yes,No,,,,,,,,,,,,60644,p. cachet cook,community partnerships,,ms. cachet,"8-11 hours, varies by facility",,,no,austin,,,,,3794928,4753 w. washington blvd,barbara zawacki,yes,easter seals society of metropolitan chicago first start children's academy,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,early head start,,,yes,,,,379
35,0.85708701184817726,1637,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FIRST START CHILDREN'S ACADEMY SOUTH,5700 S ASHLAND AVE 1ST FL,60636,2777090,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,WEST ENGLEWOOD,,,,,Beverly Mims,No,No,No,,,,,,,,,,,,60623,petra gutierrez,school age,,petra gutierrez,part day/full day,486949,pgutierr@catholiccharities.net,no,north lawndale,,,,,2775888,2414 s albany,laura rios,no,catholic charities of the archdiocese of chicago - our lady of tepeyac,,www.betterboys.org,bbf family services,child care,,,no,,,2616sa(school age (sa)),1440
177,0.98329863945643103,1638,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FRESH START DAY CARE CENTER,6924 W NORTH AVENUE,60635,4792870,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,AUSTIN,,,,,Claudia Aguayo,Yes,No,No,,,,,,,,,,,,60635,claudia aguayo,community partnerships,,claudia aguayo,"8-11 hours, varies by facility",,,no,austin,,,,,4792870,6924 w. north avenue,barbara zawacki,yes,easter seals society of metropolitan chicago fresh start day care center,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,child care,,,no,,,,2128
114,0.99007306496302283,1639,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO GILCHRIST MARCHMAN,1001 W ROOSEVELT RD 606,81559,4927402,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,NEAR WEST SIDE,,,,,Ms. Adrienne Hamilton,Yes,Yes,Yes,"4249IT(Child Care IT Center), 7012PS(HS Collaboration with C",,,,,,,,,,,60608,morayma cancel,community partnerships,,ms. adrienne hamilton,"8-11 hours, varies by facility",508147,mcancel@eastersealschicago.org,yes,near west side,,,,,4927402,1001 w roosevelt rd,barbara zawacki,yes,easter seals society of metropolitan chicago gilchrist marchman,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,yes,,,"4249it(child care it center), 7012ps(hs collaboration with c",2129
119,0.99098509550094604,1640,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO IMANI'S CHILDREN,11443 S HALSTED ST,60628,6609667,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,ROSELAND,,,,,Marianne Powell-Dee,Yes,Yes,No,,,,,,,,,,,,60628,marianne powell,community partnerships,,marianne powell-dee,"8-11 hours, varies by facility",,,no,roseland,,,,,6609667,11443 s halsted st,barbara zawacki,yes,easter seals society of metropolitan chicago imani's children,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,yes,,,"6132it(child care home it), 6132ps(child care home ps), 6132",1640
151,0.97070828080177307,1641,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LITTLE GIANTS,3863 W HARRISON,60624,2656330,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,WEST GARFIELD PARK,,,,,Ms. Granberry,Yes,No,No,,,,,,,,,,,,60624,ms.gloria granberry,community partnerships,,ms. granberry,"8-11 hours, varies by facility",,,no,west garfield park,,,,,2656330,3863 w. harrison,barbara zawacki,yes,easter seals society of metropolitan chicago little giants,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,no,,,,1641
68,0.97501245566776817,1642,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LIZ-NEY-LAND #1,4610 S PULASKI RD,60632,2479779,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,ARCHER HEIGHTS,,,,,Liz Medrano,Yes,No,No,,,,,,,,,,,,60632,liz medrano,community partnerships,,liz medrano,"8-11 hours, varies by facility",,,no,archer heights,,,,,2476642,4444 s kedzie,cp,yes,kkp - kiddy kare i,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,brighton park,no,,,,1642
181,0.97942481438318885,1643,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LIZ-NEY-LAND #2,6010 S PULASKI,60632,5828355,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,WEST LAWN,,,,,Liz Medrano,Yes,No,No,,,,,,,,,,,,60632,liz medrano,community partnerships,,liz medrano,"8-11 hours, varies by facility",,,no,west lawn,,,,,5828355,6010 s. pulaski,barbara zawacki,yes,easter seals society of metropolitan chicago liz-ney-land #2,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,no,,,"5867ps(hs collaboration with childcare homes), 5814ip(ehs co",1643
301,0.98634541034698486,1644,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LORDANCHILD DAYCARE,3344 W 79TH ST,60652,4344918,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,ASHBURN,,,,,Quentin Donald,Yes,No,No,,,,,,,,,,,,60652,quentin donald,community partnerships,,quentin donald,"8-11 hours, varies by facility",,,no,ashburn,,,,,4344918,3344 w 79th st,barbara zawacki,yes,easter seals society of metropolitan chicago lordanchild daycare,,www.easterseaslchicago.org,easter seals society of metropolitan chicago,,,,no,,,,2134
136,0.54811761776606249,1645,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO MOTHER'S TOUCH,2501 W 71ST ST,60629,4363177,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,CHICAGO LAWN,,,,,Ethel Daniels,Yes,No,No,,,,,,,,,,,,60652,delphine whittlesey,community partnerships,,delphine whittlesey,"8-11 hours, varies by facility",557873,delphine.whittlesey@lssi.org,no,ashburn,,,,,4369244,3460 w. 79th st.,cp,yes,pathways to learning,,www.lssi.org,chicago youth centers,,,chicago lawn,no,,,,2715
148,0.94984709024429326,1646,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO NEAR SOUTH SIDE CHILD DEVELOPMENT CENTER,2214 S FEDERAL ST,60616,5483614,,,,,,,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO,ARMOUR SQUARE,,,,,Catherine Rokusek,No,Yes,No,"4388IP(EHS Collaboration Enhanced Center-IP), 4388EP(EHS Col",,,,,,,,,,,60653,catherine rokusek,community partnerships,centers for new horizons  (partner),valerie jones,"8-11 hours, varies by facility",723005,crokusek@eastersealschicago.org,yes,early head start  full day/full year,,,grand boulevard community; serves children 0-3,,5483614,4301 s. cottage grove ave,"sokoni karanja, pres.",yes,easter seals near south,,www.cnh.org,easter seals society of metropolitan chicago,,40,"grand boulevard, kenwood, washington park",no,,--,"8012it(child care it center), 7116ps(hs collaboration with c",363
